timestamp,flight,t,gs,track,baro_rate,lat,lon,alt
2024-07-01 00:46:45,CCQ477,BE9L,84.5,152.53,,44.063644,-103.072197,196
2024-07-01 00:46:50,CCQ477,BE9L,82.8,151.89,,44.061833,-103.070853,196
2024-07-01 00:46:55,CCQ477,BE9L,83.2,152.82,,44.06011,-103.069611,196
2024-07-01 00:47:00,CCQ477,BE9L,84.1,151.61,,44.058472,-103.068365,96
2024-07-01 00:47:05,CCQ477,BE9L,84.1,151.61,,44.056898,-103.067256,96
2024-07-01 00:47:10,CCQ477,BE9L,85.0,151.93,,44.055036,-103.065883,96
2024-07-01 00:47:15,CCQ477,BE9L,84.1,153.13,,44.053253,-103.064596,0
2024-07-01 00:47:20,CCQ477,BE9L,79.7,151.5,,44.051545,-103.063333,0
2024-07-01 00:47:25,CCQ477,BE9L,72.9,151.33,,44.050049,-103.062169,0
2024-07-01 00:47:30,CCQ477,BE9L,66.2,151.11,,44.04863,-103.061147,0
2024-07-01 00:47:35,CCQ477,BE9L,59.1,151.7,,44.047897,-103.060636,0
2024-07-01 00:47:40,CCQ477,BE9L,47.4,152.35,,44.046616,-103.059678,0
2024-07-01 00:47:45,CCQ477,BE9L,39.4,152.78,,44.045609,-103.058912,0
2024-07-01 00:47:50,CCQ477,BE9L,29.5,151.88,,44.044864,-103.058363,0
2024-07-01 00:47:55,CCQ477,BE9L,21.5,151.88,,44.044361,-103.057986,0
2024-07-01 00:48:00,CCQ477,BE9L,15.5,160.31,,44.044027,-103.057758,0
2024-07-01 00:48:05,CCQ477,BE9L,12.8,194.06,,44.043709,-103.05773,0
2024-07-01 00:48:10,CCQ477,BE9L,12.8,194.06,,44.043709,-103.05773,0
2024-07-01 00:48:15,CCQ477,BE9L,12.2,233.44,,44.043308,-103.058273,0
2024-07-01 00:48:20,CCQ477,BE9L,12.2,233.44,,44.043274,-103.058337,0
2024-07-01 00:48:25,CCQ477,BE9L,12.2,233.44,,44.043274,-103.058337,0
2024-07-01 00:48:30,CCQ477,BE9L,12.2,233.44,,44.043274,-103.058337,0
2024-07-01 00:48:35,CCQ477,BE9L,12.2,233.44,,44.043274,-103.058337,0
2024-07-01 00:48:40,CCQ477,BE9L,12.2,233.44,,44.043274,-103.058337,0
2024-07-01 00:48:45,CCQ477,BE9L,12.2,233.44,,44.043274,-103.058337,0
2024-07-01 00:48:50,CCQ477,BE9L,12.2,233.44,,44.043274,-103.058337,0
2024-07-01 00:48:55,CCQ477,BE9L,9.8,329.06,,44.042931,-103.059918,0
2024-07-01 00:49:00,CCQ477,BE9L,9.8,329.06,,44.042931,-103.059918,0
2024-07-01 00:49:05,CCQ477,BE9L,9.8,329.06,,44.042931,-103.059918,0
2024-07-01 00:49:10,CCQ477,BE9L,9.8,329.06,,44.042931,-103.059918,0
2024-07-01 00:49:15,CCQ477,BE9L,9.8,329.06,,44.042931,-103.059918,0
